division,AwayTeam,avg_AG,away_as,away_ds
E2,Northampton,1.30833333333333,0.9,1.55
E1,Norwich,1.02214022140221,1.22,0.92
E1,"Nottm Forest",1.02214022140221,0.42,1.05
EC,"Notts County",1.29411764705882,0.57,0.57
D2,Nurnberg,1.31851851851852,0.97,0.88
G1,"OFI Crete",1.12727272727273,0.9,1.0
E3,Oldham,1.20233463035019,1.39,1.24
G1,Olympiakos,1.12727272727273,1.91,0.5
B1,Oostende,1.40555555555556,0.51,0.76
SP1,Osasuna,1.10169491525424,0.59,1.19
D2,Osnabruck,1.31851851851852,,
B1,"Oud-Heverlee Leuven",1.40555555555556,,
SP2,Oviedo,0.820175438596491,0.78,0.78
E2,Oxford,1.30833333333333,1.07,1.13
G1,PAOK,1.12727272727273,1.2,0.8
N1,"PSV Eindhoven",1.57638888888889,1.3,0.76
P1,"Pacos Ferreira",1.14655172413793,,
D2,Paderborn,1.31851851851852,0.54,0.62
G1,Panathinaikos,1.12727272727273,0.9,0.8
G1,Panetolikos,1.12727272727273,0.2,0.8
F2,"Paris FC",1.06878306878307,1.13,0.87
F1,"Paris SG",1.32978723404255,1.39,0.46
I1,Parma,1.53254437869822,0.78,1.56
SC2,Partick,1.1,0.47,0.31
F2,"Pau FC",1.06878306878307,,
I2,Pescara,1.1377245508982,0.47,1.42
E2,Peterboro,1.30833333333333,0.67,0.8
SC2,Peterhead,1.1,0.78,1.04
I2,Pisa,1.1377245508982,,
E2,Plymouth,1.30833333333333,0.73,1.71
SP2,Ponferradina,0.820175438596491,,
I2,Pordenone,1.1377245508982,,
E3,"Port Vale",1.20233463035019,1.13,1.26
P1,Portimonense,1.14655172413793,0.44,1.33
P1,Porto,1.14655172413793,2.21,1.04
E2,Portsmouth,1.30833333333333,1.47,0.57
E1,Preston,1.02214022140221,1.53,1.37
E1,QPR,1.02214022140221,0.77,1.19
SC1,"Queen of Sth",1.33333333333333,0.61,1.23
SC3,"Queens Park",1.51111111111111,0.95,0.14
D1,"RB Leipzig",1.51111111111111,0.79,0.52
SC1,"Raith Rvs",1.33333333333333,1.16,0.74
SC0,Rangers,1.22900763358779,1.73,0.33
E1,Reading,1.02214022140221,1.26,1.12
SP1,"Real Madrid",1.10169491525424,1.14,0.76
D2,Regensburg,1.31851851851852,0.62,0.97
I2,Reggiana,1.1377245508982,,
I2,Reggina,1.1377245508982,,
F1,Reims,1.32978723404255,1.25,1.25
F1,Rennes,1.32978723404255,1.08,0.62
P1,"Rio Ave",1.14655172413793,0.33,1.0
T1,Rizespor,1.18888888888889,0.57,1.22
E2,Rochdale,1.30833333333333,1.47,1.39
F2,Rodez,1.06878306878307,,
I1,Roma,1.53254437869822,1.25,1.09
SC0,"Ross County",1.22900763358779,0.53,1.33
E1,Rotherham,1.02214022140221,0.59,1.43
SP2,Sabadell,0.820175438596491,,
I2,Salernitana,1.1377245508982,0.66,1.04
E3,Salford,1.20233463035019,0.73,0.66
I1,Sampdoria,1.53254437869822,0.76,1.04
D2,Sandhausen,1.31851851851852,0.35,1.5
P1,"Santa Clara",1.14655172413793,0.89,0.89
I1,Sassuolo,1.53254437869822,1.25,1.04
D1,"Schalke 04",1.51111111111111,0.44,2.27
E3,Scunthorpe,1.20233463035019,0.8,1.0
SP1,Sevilla,1.10169491525424,0.76,0.68
E0,"Sheffield United",1.39411764705882,0.33,1.38
E1,"Sheffield Weds",1.02214022140221,0.46,1.14
E2,Shrewsbury,1.30833333333333,0.67,0.8
T1,Sivasspor,1.18888888888889,0.89,0.81
F2,Sochaux,1.06878306878307,0.69,0.35
SP1,Sociedad,1.10169491525424,1.3,0.69
EC,Solihull,1.29411764705882,0.57,1.13
E0,Southampton,1.39411764705882,1.1,0.92
E3,Southend,1.20233463035019,0.22,1.24
P1,"Sp Braga",1.14655172413793,1.56,1.11
SP2,"Sp Gijon",0.820175438596491,0.52,0.78
P1,"Sp Lisbon",1.14655172413793,1.78,0.44
I2,Spal,1.1377245508982,0.67,0.84
N1,"Sparta Rotterdam",1.57638888888889,,
I1,Spezia,1.53254437869822,1.01,1.09
F1,"St Etienne",1.32978723404255,0.77,1.25
SC0,"St Johnstone",1.22900763358779,1.13,1.46
SC0,"St Mirren",1.22900763358779,0.64,0.8
D2,"St Pauli",1.31851851851852,0.7,1.08
B1,"St Truiden",1.40555555555556,0.82,1.39
B1,Standard,1.40555555555556,0.7,0.7
SC3,Stenhousemuir,1.51111111111111,0.85,1.19
E3,Stevenage,1.20233463035019,0.44,1.02
SC3,Stirling,1.51111111111111,1.77,0.82
EC,Stockport,1.29411764705882,,
E1,Stoke,1.02214022140221,0.69,0.38
SC3,Stranraer,1.51111111111111,1.36,0.68
F1,Strasbourg,1.32978723404255,1.18,1.25
D1,Stuttgart,1.51111111111111,1.6,0.69
E2,Sunderland,1.30833333333333,1.14,0.33
EC,Sutton,1.29411764705882,1.02,1.02
E1,Swansea,1.02214022140221,0.92,0.61
E2,Swindon,1.30833333333333,1.1,1.83
SP2,Tenerife,0.820175438596491,0.61,1.22
P1,Tondela,1.14655172413793,0.65,1.95
I1,Torino,1.53254437869822,0.9,1.18
EC,Torquay,1.29411764705882,,
E0,Tottenham,1.39411764705882,1.47,0.64
F2,Toulouse,1.06878306878307,1.56,0.87
T1,Trabzonspor,1.18888888888889,0.57,0.49
E3,Tranmere,1.20233463035019,0.8,1.06
F2,Troyes,1.06878306878307,0.94,0.7
N1,Twente,1.57638888888889,,
I1,Udinese,1.53254437869822,0.94,1.09
D1,"Union Berlin",1.51111111111111,1.05,0.79
N1,Utrecht,1.57638888888889,0.61,0.92
N1,"VVV Venlo",1.57638888888889,1.22,1.37
SP1,Valencia,1.10169491525424,0.85,1.02
F2,Valenciennes,1.06878306878307,1.04,1.04
SP1,Valladolid,1.10169491525424,0.59,0.93
SP2,Vallecano,0.820175438596491,0.44,0.87
I2,Venezia,1.1377245508982,0.95,0.76
I1,Verona,1.53254437869822,0.78,0.55
I2,Vicenza,1.1377245508982,,
SP1,Villarreal,1.10169491525424,1.02,0.85
I2,"Virtus Entella",1.1377245508982,,
N1,Vitesse,1.57638888888889,0.92,0.69
G1,"Volos NFC",1.12727272727273,,
N1,Waalwijk,1.57638888888889,,
B1,Waasland-Beveren,1.40555555555556,0.92,1.33
E3,Walsall,1.20233463035019,1.02,1.17
B1,Waregem,1.40555555555556,1.06,0.92
E1,Watford,1.02214022140221,0.38,0.61
EC,Wealdstone,1.29411764705882,,
D1,"Werder Bremen",1.51111111111111,0.84,0.92
E0,"West Brom",1.39411764705882,0.55,1.37
E0,"West Ham",1.39411764705882,0.98,0.9
EC,Weymouth,1.29411764705882,,
E2,Wigan,1.30833333333333,0.66,1.17
N1,"Willem II",1.57638888888889,0.53,1.3
EC,Woking,1.29411764705882,,
D1,Wolfsburg,1.51111111111111,0.76,0.84
E0,Wolves,1.39411764705882,0.73,1.3
EC,Wrexham,1.29411764705882,0.85,1.1
D2,"Wurzburger Kickers",1.31851851851852,,
E1,Wycombe,1.02214022140221,0.61,1.6
T1,"Yeni Malatyaspor",1.18888888888889,0.65,1.08
EC,Yeovil,1.29411764705882,0.97,1.07
SP2,Zaragoza,0.820175438596491,0.17,0.96
N1,Zwolle,1.57638888888889,0.69,1.22
